1, 3.880917, 17.774073
2, 3.509297, 10.298288
3, 3.543520, 7.793975
4, 3.870877, 8.514805
5, 4.525473, 9.829551
6, 4.467877, 7.371424
7, 3.927285, 5.482595
8, 3.790923, 6.823625
9, 4.386950, 5.298421
10, 4.782130, 4.078253
11, 4.892725, 4.915802
12, 4.821185, 4.003926
13, 4.912521, 2.941554
14, 5.367545, 5.435088
15, 4.853550, 10.144919
16, 5.188765, 6.688608
17, 5.204253, 7.531147
18, 5.320788, 5.493790
19, 4.868968, 4.407762
20, 5.224436, 4.777728
21, 5.493899, 4.135066
22, 5.353513, 5.429435
23, 5.472637, 6.529156
24, 5.865332, 3.606535
25, 5.891819, 2.459721
26, 5.140705, 10.127682
27, 5.512336, 6.514807
28, 5.933950, 0.162402
29, 4.942213, 5.800618
30, 5.234825, 6.291188
31, 5.106917, 6.270409
32, 5.135685, 5.877637
33, 5.111926, 5.981102
34, 5.120367, 5.920842
35, 5.417985, 3.885891
36, 5.198279, 5.922927
37, 5.087382, 5.919222
38, 5.457088, 4.920969
39, 4.838143, 8.909468
40, 4.713594, 10.622788
41, 4.940201, 12.379603
42, 4.943400, 10.018353
43, 5.174546, 6.715200
44, 5.116440, 5.945644
45, 5.296551, 5.069934
46, 5.288545, 5.036866
47, 5.056176, 8.403431
48, 5.213514, 6.445196
49, 5.137666, 7.622244
50, 5.404781, 5.369746
51, 5.428291, 4.256849
52, 5.304230, 4.796944
53, 5.732344, 3.240925
54, 5.648531, 0.222456
55, 5.628448, 2.163499
56, 5.085040, 7.954442
57, 4.886178, 9.203364
58, 5.139259, 3.265260
59, 5.160469, 4.389841
60, 5.332140, 5.836442
61, 5.248991, 5.759527
62, 5.149783, 5.318918
63, 5.106743, 7.186555
64, 5.006478, 5.635555
65, 5.382486, -0.596229
66, 5.376924, 3.565299
67, 4.665163, 7.396593
68, 5.359945, 2.819111
69, 5.701673, 0.088929
70, 5.194395, 6.485591
71, 4.543246, 13.124700
72, 5.333254, -2.962702
73, 5.029841, 3.450328
74, 4.991492, 5.297867
75, 4.802608, 7.145000
76, 4.785525, 6.708885
77, 4.979273, 6.818765
78, 4.839097, 5.151998
79, 5.351898, 3.037593
80, 5.327106, 5.576397
81, 5.689254, 0.775727
82, 4.994060, 2.098081
83, 5.067525, 1.634892
84, 4.978987, 1.689969
85, 4.888518, 2.231032
86, 5.324796, -1.897309
87, 4.885784, 0.573513
88, 4.722616, 2.245041
89, 5.045601, 3.168769
90, 5.058124, 3.797570
91, 5.030335, 6.398717
92, 4.986918, 7.455757
93, 5.350258, 4.442169
94, 5.009723, 7.135428
95, 5.154701, 7.356404
96, 5.707557, 3.990143
97, 5.617013, 2.369316
98, 5.255102, 5.754062
99, 5.475153, 5.218822
100, 5.408754, 1.019415
101, 4.970057, 3.472092
102, 5.038638, 5.516992
103, 5.114250, 2.295703
104, 5.163864, 4.630552
105, 5.395407, 2.888507
106, 5.867804, -1.405942
107, 5.733171, -0.378437
108, 5.712878, 1.170214
109, 4.893616, 7.781736
110, 4.985905, 0.996165
111, 5.323005, 0.097385
112, 5.066972, 5.720680
113, 5.230993, 4.981247
114, 4.986289, 7.624310
115, 5.218406, 7.002277
116, 6.000125, 3.545264
117, 7.316466, -10.767953
118, 6.158628, 0.264278
119, 5.476691, 1.770674
120, 5.561752, -0.512668
121, 5.336790, 0.975501
122, 5.347004, 1.014077
123, 5.221513, 1.903020
124, 5.256861, 1.026432
125, 5.152442, 2.100043
126, 5.322096, 1.486478
127, 5.936847, -5.845594
128, 5.994524, -7.863965
129, 6.026803, -8.500199
130, 6.119517, -9.215039
131, 5.911393, -8.074327
132, 5.974619, -9.133801
133, 5.727715, -6.012469
134, 5.380906, -0.234545
135, 5.223817, 3.940307
136, 5.585072, 0.975397
137, 5.850325, 0.781819
138, 5.485848, 6.434095
139, 5.212250, 9.067215
140, 5.276285, 7.377305
141, 5.277692, 7.363188
